Sample,Predicted Label,Probability for Basic,Probability for Deluxe,Probability for King,Probability for Standard,Probability for Super Deluxe
2183,King,0.01,0.08,0.64,0.27,0.0
2184,Standard,0.02,0.17,0.03,0.78,0.0
2185,Standard,0.02,0.17,0.03,0.78,0.0
2186,King,0.01,0.08,0.64,0.27,0.0
2187,King,0.01,0.08,0.64,0.27,0.0
2188,King,0.01,0.08,0.64,0.27,0.0
2189,King,0.01,0.08,0.64,0.27,0.0
2190,King,0.01,0.08,0.64,0.27,0.0
2191,Standard,0.02,0.17,0.03,0.78,0.0
2192,King,0.01,0.08,0.64,0.27,0.0
2193,Standard,0.02,0.17,0.03,0.78,0.0
2194,King,0.01,0.08,0.64,0.27,0.0
2195,King,0.01,0.08,0.64,0.27,0.0
2196,Standard,0.02,0.17,0.03,0.78,0.0
2197,King,0.01,0.08,0.64,0.27,0.0
2198,King,0.01,0.08,0.64,0.27,0.0
2199,King,0.01,0.08,0.64,0.27,0.0
2200,Standard,0.02,0.17,0.03,0.78,0.0
2201,King,0.01,0.08,0.64,0.27,0.0
2202,Standard,0.02,0.17,0.03,0.78,0.0
2203,Standard,0.02,0.17,0.03,0.78,0.0
2204,King,0.01,0.08,0.64,0.27,0.0
2205,King,0.01,0.08,0.64,0.27,0.0
2206,Deluxe,0.09,0.69,0.02,0.2,0.0
2207,King,0.01,0.08,0.64,0.27,0.0
2208,King,0.01,0.08,0.64,0.27,0.0
2209,King,0.01,0.08,0.64,0.27,0.0
2210,Deluxe,0.09,0.69,0.02,0.2,0.0
2211,Standard,0.02,0.17,0.03,0.78,0.0
2212,King,0.01,0.08,0.64,0.27,0.0
2213,Standard,0.02,0.17,0.03,0.78,0.0
2214,King,0.01,0.08,0.64,0.27,0.0
2215,Standard,0.02,0.17,0.03,0.78,0.0
2216,King,0.01,0.08,0.64,0.27,0.0
2217,King,0.01,0.08,0.64,0.27,0.0
2218,King,0.01,0.08,0.64,0.27,0.0
2219,King,0.01,0.08,0.64,0.27,0.0
2220,King,0.01,0.08,0.64,0.27,0.0
2221,Deluxe,0.09,0.69,0.02,0.2,0.0
2222,King,0.01,0.08,0.64,0.27,0.0
2223,King,0.01,0.08,0.64,0.27,0.0
2224,King,0.01,0.08,0.64,0.27,0.0
2225,King,0.01,0.08,0.64,0.27,0.0
2226,Standard,0.02,0.17,0.03,0.78,0.0
2227,King,0.01,0.08,0.64,0.27,0.0
2228,Standard,0.02,0.17,0.03,0.78,0.0
2229,King,0.01,0.08,0.64,0.27,0.0
2230,King,0.01,0.08,0.64,0.27,0.0
2231,Standard,0.02,0.17,0.03,0.78,0.0
2232,Standard,0.02,0.17,0.03,0.78,0.0
2233,Deluxe,0.09,0.69,0.02,0.2,0.0
2234,King,0.01,0.08,0.64,0.27,0.0
2235,Standard,0.02,0.17,0.03,0.78,0.0
2236,King,0.01,0.08,0.64,0.27,0.0
2237,Deluxe,0.09,0.69,0.02,0.2,0.0
2238,Standard,0.02,0.17,0.03,0.78,0.0
2239,King,0.01,0.08,0.64,0.27,0.0
2240,King,0.01,0.08,0.64,0.27,0.0
2241,King,0.01,0.08,0.64,0.27,0.0
2242,King,0.01,0.08,0.64,0.27,0.0
2243,King,0.01,0.08,0.64,0.27,0.0
2244,King,0.01,0.08,0.64,0.27,0.0
2245,King,0.01,0.08,0.64,0.27,0.0
2246,Standard,0.02,0.17,0.03,0.78,0.0
2247,King,0.01,0.08,0.64,0.27,0.0
2248,King,0.01,0.08,0.64,0.27,0.0
2249,Standard,0.02,0.17,0.03,0.78,0.0
2250,King,0.01,0.08,0.64,0.27,0.0
2251,Deluxe,0.09,0.69,0.02,0.2,0.0
2252,Standard,0.02,0.17,0.03,0.78,0.0
2253,Deluxe,0.09,0.69,0.02,0.2,0.0
2254,Standard,0.02,0.17,0.03,0.78,0.0
2255,King,0.01,0.08,0.64,0.27,0.0
2256,King,0.01,0.08,0.64,0.27,0.0
2257,King,0.01,0.08,0.64,0.27,0.0
2258,King,0.01,0.08,0.64,0.27,0.0
2259,King,0.01,0.08,0.64,0.27,0.0
2260,King,0.01,0.08,0.64,0.27,0.0
2261,King,0.01,0.08,0.64,0.27,0.0
2262,King,0.01,0.08,0.64,0.27,0.0
2263,King,0.01,0.08,0.64,0.27,0.0
2264,King,0.01,0.08,0.64,0.27,0.0
2265,King,0.01,0.08,0.64,0.27,0.0
2266,King,0.01,0.08,0.64,0.27,0.0
2267,King,0.01,0.08,0.64,0.27,0.0
2268,King,0.01,0.08,0.64,0.27,0.0
2269,King,0.01,0.08,0.64,0.27,0.0
2270,Standard,0.02,0.17,0.03,0.78,0.0
2271,King,0.01,0.08,0.64,0.27,0.0
2272,King,0.01,0.08,0.64,0.27,0.0
2273,King,0.01,0.08,0.64,0.27,0.0
2274,King,0.01,0.08,0.64,0.27,0.0
2275,King,0.01,0.08,0.64,0.27,0.0
2276,King,0.01,0.08,0.64,0.27,0.0
2277,King,0.01,0.08,0.64,0.27,0.0
2278,Standard,0.02,0.17,0.03,0.78,0.0
2279,King,0.01,0.08,0.64,0.27,0.0
2280,King,0.01,0.08,0.64,0.27,0.0
2281,Deluxe,0.09,0.69,0.02,0.2,0.0
2282,King,0.01,0.08,0.64,0.27,0.0
2283,Standard,0.02,0.17,0.03,0.78,0.0
2284,Standard,0.02,0.17,0.03,0.78,0.0
2285,King,0.01,0.08,0.64,0.27,0.0
2286,King,0.01,0.08,0.64,0.27,0.0
2287,King,0.01,0.08,0.64,0.27,0.0
2288,King,0.01,0.08,0.64,0.27,0.0
2289,King,0.01,0.08,0.64,0.27,0.0
2290,King,0.01,0.08,0.64,0.27,0.0
2291,King,0.01,0.08,0.64,0.27,0.0
2292,King,0.01,0.08,0.64,0.27,0.0
2293,Standard,0.02,0.17,0.03,0.78,0.0
2294,Standard,0.02,0.17,0.03,0.78,0.0
2295,Standard,0.02,0.17,0.03,0.78,0.0
2296,King,0.01,0.08,0.64,0.27,0.0
2297,King,0.01,0.08,0.64,0.27,0.0
2298,Standard,0.02,0.17,0.03,0.78,0.0
2299,Standard,0.02,0.17,0.03,0.78,0.0
2300,King,0.01,0.08,0.64,0.27,0.0
2301,Standard,0.02,0.17,0.03,0.78,0.0
2302,King,0.01,0.08,0.64,0.27,0.0
2303,King,0.01,0.08,0.64,0.27,0.0
2304,King,0.01,0.08,0.64,0.27,0.0
2305,Standard,0.02,0.17,0.03,0.78,0.0
2306,Deluxe,0.09,0.69,0.02,0.2,0.0
2307,King,0.01,0.08,0.64,0.27,0.0
2308,Standard,0.02,0.17,0.03,0.78,0.0
2309,Standard,0.02,0.17,0.03,0.78,0.0
2310,King,0.01,0.08,0.64,0.27,0.0
2311,Standard,0.02,0.17,0.03,0.78,0.0
2312,King,0.01,0.08,0.64,0.27,0.0
2313,Standard,0.02,0.17,0.03,0.78,0.0
2314,King,0.01,0.08,0.64,0.27,0.0
2315,Deluxe,0.09,0.69,0.02,0.2,0.0
2316,King,0.01,0.08,0.64,0.27,0.0
2317,King,0.01,0.08,0.64,0.27,0.0
2318,King,0.01,0.08,0.64,0.27,0.0
2319,King,0.01,0.08,0.64,0.27,0.0
2320,Standard,0.02,0.17,0.03,0.78,0.0
2321,King,0.01,0.08,0.64,0.27,0.0
2322,King,0.01,0.08,0.64,0.27,0.0
2323,King,0.01,0.08,0.64,0.27,0.0
2324,Standard,0.02,0.17,0.03,0.78,0.0
2325,King,0.01,0.08,0.64,0.27,0.0
2326,Deluxe,0.09,0.69,0.02,0.2,0.0
2327,King,0.01,0.08,0.64,0.27,0.0
2328,King,0.01,0.08,0.64,0.27,0.0
2329,King,0.01,0.08,0.64,0.27,0.0
2330,King,0.01,0.08,0.64,0.27,0.0
2331,Standard,0.02,0.17,0.03,0.78,0.0
2332,Deluxe,0.09,0.69,0.02,0.2,0.0
2333,King,0.01,0.08,0.64,0.27,0.0
2334,King,0.01,0.08,0.64,0.27,0.0
2335,King,0.01,0.08,0.64,0.27,0.0
2336,King,0.01,0.08,0.64,0.27,0.0
2337,King,0.01,0.08,0.64,0.27,0.0
2338,Standard,0.02,0.17,0.03,0.78,0.0
2339,King,0.01,0.08,0.64,0.27,0.0
2340,Standard,0.02,0.17,0.03,0.78,0.0
2341,Standard,0.02,0.17,0.03,0.78,0.0
2342,King,0.01,0.08,0.64,0.27,0.0
2343,King,0.01,0.08,0.64,0.27,0.0
2344,Deluxe,0.09,0.69,0.02,0.2,0.0
2345,Deluxe,0.09,0.69,0.02,0.2,0.0
2346,Standard,0.02,0.17,0.03,0.78,0.0
2347,King,0.01,0.08,0.64,0.27,0.0
2348,King,0.01,0.08,0.64,0.27,0.0
2349,Deluxe,0.09,0.69,0.02,0.2,0.0
2350,Standard,0.02,0.17,0.03,0.78,0.0
2351,King,0.01,0.08,0.64,0.27,0.0
2352,Standard,0.02,0.17,0.03,0.78,0.0
2353,King,0.01,0.08,0.64,0.27,0.0
2354,King,0.01,0.08,0.64,0.27,0.0
2355,Standard,0.02,0.17,0.03,0.78,0.0
2356,King,0.01,0.08,0.64,0.27,0.0
2357,Standard,0.02,0.17,0.03,0.78,0.0
2358,King,0.01,0.08,0.64,0.27,0.0
2359,King,0.01,0.08,0.64,0.27,0.0
2360,Deluxe,0.09,0.69,0.02,0.2,0.0
2361,King,0.01,0.08,0.64,0.27,0.0
2362,King,0.01,0.08,0.64,0.27,0.0
2363,Deluxe,0.09,0.69,0.02,0.2,0.0
2364,Standard,0.02,0.17,0.03,0.78,0.0
2365,King,0.01,0.08,0.64,0.27,0.0
2366,King,0.01,0.08,0.64,0.27,0.0
2367,King,0.01,0.08,0.64,0.27,0.0
2368,King,0.01,0.08,0.64,0.27,0.0
2369,Deluxe,0.09,0.69,0.02,0.2,0.0
2370,King,0.01,0.08,0.64,0.27,0.0
2371,King,0.01,0.08,0.64,0.27,0.0
2372,King,0.01,0.08,0.64,0.27,0.0
2373,King,0.01,0.08,0.64,0.27,0.0
2374,King,0.01,0.08,0.64,0.27,0.0
2375,King,0.01,0.08,0.64,0.27,0.0
2376,King,0.01,0.08,0.64,0.27,0.0
2377,King,0.01,0.08,0.64,0.27,0.0
2378,Deluxe,0.09,0.69,0.02,0.2,0.0
2379,King,0.01,0.08,0.64,0.27,0.0
2380,King,0.01,0.08,0.64,0.27,0.0
2381,Standard,0.02,0.17,0.03,0.78,0.0
2382,King,0.01,0.08,0.64,0.27,0.0
2383,King,0.01,0.08,0.64,0.27,0.0
2384,King,0.01,0.08,0.64,0.27,0.0
2385,Standard,0.02,0.17,0.03,0.78,0.0
2386,King,0.01,0.08,0.64,0.27,0.0
2387,Standard,0.02,0.17,0.03,0.78,0.0
2388,King,0.01,0.08,0.64,0.27,0.0
2389,Standard,0.02,0.17,0.03,0.78,0.0
2390,Standard,0.02,0.17,0.03,0.78,0.0
2391,King,0.01,0.08,0.64,0.27,0.0
2392,King,0.01,0.08,0.64,0.27,0.0
2393,Standard,0.02,0.17,0.03,0.78,0.0
2394,King,0.01,0.08,0.64,0.27,0.0
2395,Standard,0.02,0.17,0.03,0.78,0.0
2396,King,0.01,0.08,0.64,0.27,0.0
2397,Deluxe,0.09,0.69,0.02,0.2,0.0
2398,Standard,0.02,0.17,0.03,0.78,0.0
2399,King,0.01,0.08,0.64,0.27,0.0
2400,Deluxe,0.09,0.69,0.02,0.2,0.0
2401,King,0.01,0.08,0.64,0.27,0.0
2402,Standard,0.02,0.17,0.03,0.78,0.0
2403,Standard,0.02,0.17,0.03,0.78,0.0
2404,King,0.01,0.08,0.64,0.27,0.0
2405,Standard,0.02,0.17,0.03,0.78,0.0
2406,King,0.01,0.08,0.64,0.27,0.0
2407,King,0.01,0.08,0.64,0.27,0.0
2408,Standard,0.02,0.17,0.03,0.78,0.0
2409,King,0.01,0.08,0.64,0.27,0.0
2410,Standard,0.02,0.17,0.03,0.78,0.0
2411,Standard,0.02,0.17,0.03,0.78,0.0
2412,King,0.01,0.08,0.64,0.27,0.0
2413,King,0.01,0.08,0.64,0.27,0.0
2414,King,0.01,0.08,0.64,0.27,0.0
2415,King,0.01,0.08,0.64,0.27,0.0
2416,King,0.01,0.08,0.64,0.27,0.0
2417,King,0.01,0.08,0.64,0.27,0.0
2418,Standard,0.02,0.17,0.03,0.78,0.0
2419,Standard,0.02,0.17,0.03,0.78,0.0
2420,Standard,0.02,0.17,0.03,0.78,0.0
2421,King,0.01,0.08,0.64,0.27,0.0
2422,King,0.01,0.08,0.64,0.27,0.0
2423,Standard,0.02,0.17,0.03,0.78,0.0
2424,King,0.01,0.08,0.64,0.27,0.0
2425,King,0.01,0.08,0.64,0.27,0.0
2426,Standard,0.02,0.17,0.03,0.78,0.0
2427,Standard,0.02,0.17,0.03,0.78,0.0
2428,King,0.01,0.08,0.64,0.27,0.0
2429,King,0.01,0.08,0.64,0.27,0.0
2430,King,0.01,0.08,0.64,0.27,0.0
2431,King,0.01,0.08,0.64,0.27,0.0
2432,King,0.01,0.08,0.64,0.27,0.0
2433,King,0.01,0.08,0.64,0.27,0.0
2434,King,0.01,0.08,0.64,0.27,0.0
2435,King,0.01,0.08,0.64,0.27,0.0
2436,Deluxe,0.09,0.69,0.02,0.2,0.0
2437,King,0.01,0.08,0.64,0.27,0.0
2438,King,0.01,0.08,0.64,0.27,0.0
2439,King,0.01,0.08,0.64,0.27,0.0
2440,King,0.01,0.08,0.64,0.27,0.0
2441,Standard,0.02,0.17,0.03,0.78,0.0
2442,King,0.01,0.08,0.64,0.27,0.0
2443,King,0.01,0.08,0.64,0.27,0.0
2444,Standard,0.02,0.17,0.03,0.78,0.0
2445,Deluxe,0.09,0.69,0.02,0.2,0.0
2446,King,0.01,0.08,0.64,0.27,0.0
2447,Standard,0.02,0.17,0.03,0.78,0.0
2448,King,0.01,0.08,0.64,0.27,0.0
2449,King,0.01,0.08,0.64,0.27,0.0
2450,Standard,0.02,0.17,0.03,0.78,0.0
2451,King,0.01,0.08,0.64,0.27,0.0
2452,Deluxe,0.09,0.69,0.02,0.2,0.0
2453,Standard,0.02,0.17,0.03,0.78,0.0
2454,King,0.01,0.08,0.64,0.27,0.0
2455,Standard,0.02,0.17,0.03,0.78,0.0
2456,King,0.01,0.08,0.64,0.27,0.0
2457,King,0.01,0.08,0.64,0.27,0.0
2458,King,0.01,0.08,0.64,0.27,0.0
2459,Standard,0.02,0.17,0.03,0.78,0.0
2460,King,0.01,0.08,0.64,0.27,0.0
2461,Deluxe,0.09,0.69,0.02,0.2,0.0
2462,King,0.01,0.08,0.64,0.27,0.0
2463,King,0.01,0.08,0.64,0.27,0.0
2464,Standard,0.02,0.17,0.03,0.78,0.0
2465,King,0.01,0.08,0.64,0.27,0.0
2466,King,0.01,0.08,0.64,0.27,0.0
2467,Standard,0.02,0.17,0.03,0.78,0.0
2468,Standard,0.02,0.17,0.03,0.78,0.0
2469,King,0.01,0.08,0.64,0.27,0.0
2470,Standard,0.02,0.17,0.03,0.78,0.0
2471,King,0.01,0.08,0.64,0.27,0.0
2472,King,0.01,0.08,0.64,0.27,0.0
2473,Standard,0.02,0.17,0.03,0.78,0.0
2474,King,0.01,0.08,0.64,0.27,0.0
2475,Standard,0.02,0.17,0.03,0.78,0.0
2476,Standard,0.02,0.17,0.03,0.78,0.0
2477,Standard,0.02,0.17,0.03,0.78,0.0
2478,King,0.01,0.08,0.64,0.27,0.0
2479,King,0.01,0.08,0.64,0.27,0.0
2480,King,0.01,0.08,0.64,0.27,0.0
2481,Standard,0.02,0.17,0.03,0.78,0.0
2482,King,0.01,0.08,0.64,0.27,0.0
2483,Deluxe,0.09,0.69,0.02,0.2,0.0
2484,King,0.01,0.08,0.64,0.27,0.0
2485,Deluxe,0.09,0.69,0.02,0.2,0.0
2486,King,0.01,0.08,0.64,0.27,0.0
2487,Standard,0.02,0.17,0.03,0.78,0.0
2488,Standard,0.02,0.17,0.03,0.78,0.0
2489,King,0.01,0.08,0.64,0.27,0.0
2490,Standard,0.02,0.17,0.03,0.78,0.0
2491,King,0.01,0.08,0.64,0.27,0.0
2492,King,0.01,0.08,0.64,0.27,0.0
2493,King,0.01,0.08,0.64,0.27,0.0
2494,Standard,0.02,0.17,0.03,0.78,0.0
2495,King,0.01,0.08,0.64,0.27,0.0
2496,King,0.01,0.08,0.64,0.27,0.0
2497,Standard,0.02,0.17,0.03,0.78,0.0
2498,Deluxe,0.09,0.69,0.02,0.2,0.0
2499,King,0.01,0.08,0.64,0.27,0.0
2500,King,0.01,0.08,0.64,0.27,0.0
2501,King,0.01,0.08,0.64,0.27,0.0
2502,Standard,0.02,0.17,0.03,0.78,0.0
2503,Standard,0.02,0.17,0.03,0.78,0.0
2504,Deluxe,0.09,0.69,0.02,0.2,0.0
2505,King,0.01,0.08,0.64,0.27,0.0
2506,Standard,0.02,0.17,0.03,0.78,0.0
2507,King,0.01,0.08,0.64,0.27,0.0
2508,Standard,0.02,0.17,0.03,0.78,0.0
2509,King,0.01,0.08,0.64,0.27,0.0
2510,King,0.01,0.08,0.64,0.27,0.0
2511,Standard,0.02,0.17,0.03,0.78,0.0
2512,King,0.01,0.08,0.64,0.27,0.0
2513,King,0.01,0.08,0.64,0.27,0.0
2514,King,0.01,0.08,0.64,0.27,0.0
2515,Deluxe,0.09,0.69,0.02,0.2,0.0
2516,King,0.01,0.08,0.64,0.27,0.0
2517,Standard,0.02,0.17,0.03,0.78,0.0
2518,King,0.01,0.08,0.64,0.27,0.0
2519,Standard,0.02,0.17,0.03,0.78,0.0
2520,Standard,0.02,0.17,0.03,0.78,0.0
2521,Standard,0.02,0.17,0.03,0.78,0.0
2522,King,0.01,0.08,0.64,0.27,0.0
2523,King,0.01,0.08,0.64,0.27,0.0
2524,Standard,0.02,0.17,0.03,0.78,0.0
2525,King,0.01,0.08,0.64,0.27,0.0
2526,Standard,0.02,0.17,0.03,0.78,0.0
2527,Standard,0.02,0.17,0.03,0.78,0.0
2528,King,0.01,0.08,0.64,0.27,0.0
2529,Standard,0.02,0.17,0.03,0.78,0.0
2530,King,0.01,0.08,0.64,0.27,0.0
2531,Standard,0.02,0.17,0.03,0.78,0.0
2532,Deluxe,0.09,0.69,0.02,0.2,0.0
2533,King,0.01,0.08,0.64,0.27,0.0
2534,Standard,0.02,0.17,0.03,0.78,0.0
2535,Deluxe,0.09,0.69,0.02,0.2,0.0
2536,King,0.01,0.08,0.64,0.27,0.0
2537,King,0.01,0.08,0.64,0.27,0.0
2538,King,0.01,0.08,0.64,0.27,0.0
2539,Deluxe,0.09,0.69,0.02,0.2,0.0
2540,King,0.01,0.08,0.64,0.27,0.0
2541,Standard,0.02,0.17,0.03,0.78,0.0
2542,Standard,0.02,0.17,0.03,0.78,0.0
2543,Standard,0.02,0.17,0.03,0.78,0.0
2544,King,0.01,0.08,0.64,0.27,0.0
2545,King,0.01,0.08,0.64,0.27,0.0
2546,King,0.01,0.08,0.64,0.27,0.0
2547,Standard,0.02,0.17,0.03,0.78,0.0
2548,Standard,0.02,0.17,0.03,0.78,0.0
2549,Standard,0.02,0.17,0.03,0.78,0.0
2550,Standard,0.02,0.17,0.03,0.78,0.0
2551,King,0.01,0.08,0.64,0.27,0.0
2552,Standard,0.02,0.17,0.03,0.78,0.0
2553,King,0.01,0.08,0.64,0.27,0.0
2554,Standard,0.02,0.17,0.03,0.78,0.0
2555,King,0.01,0.08,0.64,0.27,0.0
2556,King,0.01,0.08,0.64,0.27,0.0
2557,Standard,0.02,0.17,0.03,0.78,0.0
2558,King,0.01,0.08,0.64,0.27,0.0
2559,Standard,0.02,0.17,0.03,0.78,0.0
2560,King,0.01,0.08,0.64,0.27,0.0
2561,Standard,0.02,0.17,0.03,0.78,0.0
2562,King,0.01,0.08,0.64,0.27,0.0
2563,King,0.01,0.08,0.64,0.27,0.0
2564,Standard,0.02,0.17,0.03,0.78,0.0
2565,Standard,0.02,0.17,0.03,0.78,0.0
2566,King,0.01,0.08,0.64,0.27,0.0
2567,Standard,0.02,0.17,0.03,0.78,0.0
2568,King,0.01,0.08,0.64,0.27,0.0
2569,King,0.01,0.08,0.64,0.27,0.0
2570,King,0.01,0.08,0.64,0.27,0.0
2571,Standard,0.02,0.17,0.03,0.78,0.0
2572,King,0.01,0.08,0.64,0.27,0.0
2573,Deluxe,0.09,0.69,0.02,0.2,0.0
2574,Deluxe,0.09,0.69,0.02,0.2,0.0
2575,King,0.01,0.08,0.64,0.27,0.0
2576,King,0.01,0.08,0.64,0.27,0.0
2577,King,0.01,0.08,0.64,0.27,0.0
2578,King,0.01,0.08,0.64,0.27,0.0
2579,King,0.01,0.08,0.64,0.27,0.0
2580,King,0.01,0.08,0.64,0.27,0.0
2581,Deluxe,0.09,0.69,0.02,0.2,0.0
2582,Standard,0.02,0.17,0.03,0.78,0.0
2583,Standard,0.02,0.17,0.03,0.78,0.0
2584,Deluxe,0.09,0.69,0.02,0.2,0.0
2585,King,0.01,0.08,0.64,0.27,0.0
2586,King,0.01,0.08,0.64,0.27,0.0
2587,Standard,0.02,0.17,0.03,0.78,0.0
2588,King,0.01,0.08,0.64,0.27,0.0
2589,King,0.01,0.08,0.64,0.27,0.0
2590,Deluxe,0.09,0.69,0.02,0.2,0.0
2591,Standard,0.02,0.17,0.03,0.78,0.0
2592,King,0.01,0.08,0.64,0.27,0.0
2593,King,0.01,0.08,0.64,0.27,0.0
2594,King,0.01,0.08,0.64,0.27,0.0
2595,Standard,0.02,0.17,0.03,0.78,0.0
2596,King,0.01,0.08,0.64,0.27,0.0
2597,King,0.01,0.08,0.64,0.27,0.0
2598,King,0.01,0.08,0.64,0.27,0.0
2599,King,0.01,0.08,0.64,0.27,0.0
2600,Standard,0.02,0.17,0.03,0.78,0.0
2601,King,0.01,0.08,0.64,0.27,0.0
2602,King,0.01,0.08,0.64,0.27,0.0
2603,King,0.01,0.08,0.64,0.27,0.0
2604,Deluxe,0.09,0.69,0.02,0.2,0.0
2605,King,0.01,0.08,0.64,0.27,0.0
2606,Standard,0.02,0.17,0.03,0.78,0.0
2607,King,0.01,0.08,0.64,0.27,0.0
2608,Standard,0.02,0.17,0.03,0.78,0.0
2609,Deluxe,0.09,0.69,0.02,0.2,0.0
2610,King,0.01,0.08,0.64,0.27,0.0
2611,King,0.01,0.08,0.64,0.27,0.0
2612,King,0.01,0.08,0.64,0.27,0.0
2613,Deluxe,0.09,0.69,0.02,0.2,0.0
2614,King,0.01,0.08,0.64,0.27,0.0
2615,King,0.01,0.08,0.64,0.27,0.0
2616,Standard,0.02,0.17,0.03,0.78,0.0
2617,Deluxe,0.09,0.69,0.02,0.2,0.0
2618,Standard,0.02,0.17,0.03,0.78,0.0
2619,King,0.01,0.08,0.64,0.27,0.0
2620,King,0.01,0.08,0.64,0.27,0.0
2621,Standard,0.02,0.17,0.03,0.78,0.0
2622,King,0.01,0.08,0.64,0.27,0.0
2623,Standard,0.02,0.17,0.03,0.78,0.0
2624,Standard,0.02,0.17,0.03,0.78,0.0
2625,Standard,0.02,0.17,0.03,0.78,0.0
2626,King,0.01,0.08,0.64,0.27,0.0
2627,King,0.01,0.08,0.64,0.27,0.0
2628,King,0.01,0.08,0.64,0.27,0.0
2629,Standard,0.02,0.17,0.03,0.78,0.0
2630,King,0.01,0.08,0.64,0.27,0.0
2631,King,0.01,0.08,0.64,0.27,0.0
2632,Standard,0.02,0.17,0.03,0.78,0.0
2633,King,0.01,0.08,0.64,0.27,0.0
2634,Deluxe,0.09,0.69,0.02,0.2,0.0
2635,King,0.01,0.08,0.64,0.27,0.0
2636,King,0.01,0.08,0.64,0.27,0.0
2637,Standard,0.02,0.17,0.03,0.78,0.0
2638,King,0.01,0.08,0.64,0.27,0.0
2639,Standard,0.02,0.17,0.03,0.78,0.0
2640,King,0.01,0.08,0.64,0.27,0.0
2641,King,0.01,0.08,0.64,0.27,0.0
2642,Standard,0.02,0.17,0.03,0.78,0.0
2643,King,0.01,0.08,0.64,0.27,0.0
2644,King,0.01,0.08,0.64,0.27,0.0
2645,King,0.01,0.08,0.64,0.27,0.0
2646,Standard,0.02,0.17,0.03,0.78,0.0
2647,King,0.01,0.08,0.64,0.27,0.0
2648,King,0.01,0.08,0.64,0.27,0.0
2649,Deluxe,0.09,0.69,0.02,0.2,0.0
2650,King,0.01,0.08,0.64,0.27,0.0
2651,Standard,0.02,0.17,0.03,0.78,0.0
2652,Deluxe,0.09,0.69,0.02,0.2,0.0
2653,King,0.01,0.08,0.64,0.27,0.0
2654,King,0.01,0.08,0.64,0.27,0.0
2655,King,0.01,0.08,0.64,0.27,0.0
2656,Standard,0.02,0.17,0.03,0.78,0.0
2657,King,0.01,0.08,0.64,0.27,0.0
2658,Deluxe,0.09,0.69,0.02,0.2,0.0
2659,King,0.01,0.08,0.64,0.27,0.0
2660,King,0.01,0.08,0.64,0.27,0.0
2661,King,0.01,0.08,0.64,0.27,0.0
2662,Standard,0.02,0.17,0.03,0.78,0.0
2663,King,0.01,0.08,0.64,0.27,0.0
2664,King,0.01,0.08,0.64,0.27,0.0
2665,Standard,0.02,0.17,0.03,0.78,0.0
2666,Standard,0.02,0.17,0.03,0.78,0.0
2667,King,0.01,0.08,0.64,0.27,0.0
2668,Deluxe,0.09,0.69,0.02,0.2,0.0
2669,King,0.01,0.08,0.64,0.27,0.0
2670,Standard,0.02,0.17,0.03,0.78,0.0
2671,King,0.01,0.08,0.64,0.27,0.0
2672,King,0.01,0.08,0.64,0.27,0.0
2673,Standard,0.02,0.17,0.03,0.78,0.0
2674,Standard,0.02,0.17,0.03,0.78,0.0
2675,Standard,0.02,0.17,0.03,0.78,0.0
2676,King,0.01,0.08,0.64,0.27,0.0
2677,Standard,0.02,0.17,0.03,0.78,0.0
2678,King,0.01,0.08,0.64,0.27,0.0
2679,Standard,0.02,0.17,0.03,0.78,0.0
2680,King,0.01,0.08,0.64,0.27,0.0
2681,King,0.01,0.08,0.64,0.27,0.0
2682,Standard,0.02,0.17,0.03,0.78,0.0
2683,Standard,0.02,0.17,0.03,0.78,0.0
2684,Standard,0.02,0.17,0.03,0.78,0.0
2685,King,0.01,0.08,0.64,0.27,0.0
2686,King,0.01,0.08,0.64,0.27,0.0
2687,King,0.01,0.08,0.64,0.27,0.0
2688,King,0.01,0.08,0.64,0.27,0.0
2689,Standard,0.02,0.17,0.03,0.78,0.0
2690,Standard,0.02,0.17,0.03,0.78,0.0
2691,King,0.01,0.08,0.64,0.27,0.0
2692,Standard,0.02,0.17,0.03,0.78,0.0
2693,Standard,0.02,0.17,0.03,0.78,0.0
2694,Standard,0.02,0.17,0.03,0.78,0.0
2695,King,0.01,0.08,0.64,0.27,0.0
2696,Standard,0.02,0.17,0.03,0.78,0.0
2697,King,0.01,0.08,0.64,0.27,0.0
2698,Standard,0.02,0.17,0.03,0.78,0.0
2699,Deluxe,0.09,0.69,0.02,0.2,0.0
2700,Standard,0.02,0.17,0.03,0.78,0.0
2701,Standard,0.02,0.17,0.03,0.78,0.0
2702,King,0.01,0.08,0.64,0.27,0.0
2703,King,0.01,0.08,0.64,0.27,0.0
2704,Deluxe,0.09,0.69,0.02,0.2,0.0
2705,Standard,0.02,0.17,0.03,0.78,0.0
2706,King,0.01,0.08,0.64,0.27,0.0
2707,King,0.01,0.08,0.64,0.27,0.0
2708,King,0.01,0.08,0.64,0.27,0.0
2709,Standard,0.02,0.17,0.03,0.78,0.0
2710,King,0.01,0.08,0.64,0.27,0.0
2711,King,0.01,0.08,0.64,0.27,0.0
2712,Standard,0.02,0.17,0.03,0.78,0.0
2713,King,0.01,0.08,0.64,0.27,0.0
2714,King,0.01,0.08,0.64,0.27,0.0
2715,King,0.01,0.08,0.64,0.27,0.0
2716,Standard,0.02,0.17,0.03,0.78,0.0
2717,King,0.01,0.08,0.64,0.27,0.0
2718,King,0.01,0.08,0.64,0.27,0.0
